Name,产业,員工人數,网站,代表人物,總資產,成立,總部
安徽丰原药业股份有限公司,医药 制造业,,http://www.bbcayy.com,董事长 ： 何宏满,,1997年8月30日,中国 安徽省 芜湖市 无为县 北门外大街108号
中國國際海運集裝箱（集團）股份有限公司,集裝箱 製造,,http://www.cimc.com/web/330/,,,1980年,中國 廣東 深圳
雲南白藥集團股份有限公司,中成藥,,http://www.yunnanbaiyao.com.cn/,董事長 ：王明輝,,1993年,中国 雲南 昆明
乐视网信息技术(北京)股份有限公司,互聯網 服務 视频分享网站,,http://www.le.com/,董事长： 总经理：刘淑清,,2004年11月,中国 北京市 海淀区 学院南路 68号19号楼六层6184号房间
合肥丰乐种业股份有限公司,农业,1206人 [1],http://www.fengle.com.cn/,董事长 ： 杨林,,1997年4月16日 [1],中华人民共和国 安徽省 合肥市 蜀山区 创业大道4号
安徽中鼎密封件股份有限公司,制造业,19591 [2],http://www.zhongdinggroup.com/,法人代表： 夏鼎湖,,1980年,中国 安徽省 宁国市 经济技术开发区
中青宝,网络游戏,,http://www.zqgame.com/,,,2003年,中国 深圳市 南山区 高新区南区Ｗ１栋Ｂ区4楼
中钨高新材料股份有限公司,有色金属冶炼及压延加工业,,,,,1996年,湖南省株洲市
中航地产股份有限公司,房地产开发、经营，各类投资，开办商场、宾馆服务配套设施，国内商业、物资供销业，自有物业管理、经营、举办各种产品展销、开展科技交流活动、举办科技学术交流会议，劳务派遣,,http://www.carec.com.cn,法人代表：仇慎谦,,1994年9月24日,深圳市福田区振华路163号飞亚达大厦六楼
中航飞机股份有限公司,航空 製造,,http://www.xac.com.cn/,董事長 ：何胜强,,1997年,中国 陕西省 西安市
深圳中金嶺南有色金屬股份有限公司,有色金屬,,http://www.nonfemet.com/,董事長 ：李進明,,1984年,中國 廣東 深圳
中華映管股份有限公司,光電業,2100人 (2019年）,http://www.cptt.com.tw,董事長 ： 林蔚山 總經理 ： 林盛昌,,1971年5月4日,中華民國 （ 臺灣 ） 桃園市 龍潭區 華映路1號
中联重科股份有限公司,工业设备,,http://www.zoomlion.com/,,,1992年9月28日,中国 湖南省 长沙市 银盆南路361号
福建中福实业股份有限公司,A03,,,,,,
中粮地产(集团)股份有限公司,房地产开发经营、国内商业、物资供销业、建筑技术咨询、进出口贸易,,http://www.cofco-property.cn,法人代表：周政,,1993年10月8日,深圳市福田区福华一路1号大中华国际交易广场35层
安徽中电兴发与鑫龙科技股份有限公司,信息服务,,http://www.ah-zdxl.com/cn/index.aspx,董事长 ： 束龙胜,,1998年5月15日,中国 安徽省 芜湖市 鸠江区 九华北路118号
中润资源投资股份有限公司,房地产开发与经营业,,,,,,
中洲投资控股股份有限公司,房地產,,http://www.zztzkg.com/,,,1984年 中国 廣東省 深圳市,中国 廣東省 深圳市 福田區 金田路3088號中洲大廈
中國中材集團,水泥 技術 裝備 與 工程,3.64萬人 [1],http://www.sinoma.cn,董事長 ：刘志江,,1983年,中國 北京
中成进出口股份有限公司,商业经纪与代理业,,http://www.complant-ltd.com.cn,法人代表：刘学义,,1999年3月1日,北京市丰台区南四环西路188号二区8号楼
中文在线数字出版集团股份有限公司,新闻和出版业,,http://www.chineseall.com/index.shtml,童之磊（中文在线 董事长）,,2000年,中国 北京市 东城区安定门东大街28号2号楼9层905号
中弘控股股份有限公司,房地产,,http://www.zhonghongholdings.com/,,,2001年,中国 北京市
中天城投集团股份有限公司,综合类,,,,,,
中国振华电子集团有限公司,制造业,11000余人（2016年） [2],http://www.czelec.com.cn,董事长 ： 杨林,,1984年,中华人民共和国 贵州省 贵阳市 乌当区 新添大道北段268号
中国广核电力股份有限公司,建设、运营及管理核电站，销售该等核电站所发电力，组织开发核电站的设计及科研工作,18663,,董事长：张善明 实际控制人：国务院国有资产监督管理委员会,,广东省深圳市福田区深南大道2002号中广核大厦南楼18楼,广东省深圳市福田区深南大道2002号中广核大厦南楼18楼
中国华录集团有限公司,文化产业,,http://www.hualu.com.cn,陈润生 （ 董事长 ， 党委书记 ） 张黎明 （ 总经理 ，党委副书记） 李卫国 （ 纪委书记 ） 肖波 （总会计师）,,2000年6月18日 ，​19年前 ​（ 2000-06-18 ）,中华人民共和国 辽宁省 大连市 高新技术产业园区黄浦路717号
中国宝安集团股份有限公司,综合类,,http://www.chinabaoan.com/,董事长：陈政立,,1991年6月1日,深圳 笋岗东路 1002号宝安广场A座28-29层
中国南玻集团股份有限公司,建筑材料,6000,http://www.csgholding.com/,董事长 ：曾南,,1984年9月10日,广东 深圳
中原环保股份有限公司,公共设施服务业,,,,,,
中南红文化集团股份有限公司,传媒 、 制造业,820人 [2],http://www.znhi.com.cn/Index.aspx,董事长 ： 陈少忠,,2003年5月28日,中华人民共和国 江苏省 无锡市 江阴市 高新技术产业开发园金山路
中公教育科技股份有限公司,服务业,,,董事长 ： 李永新,,1999年,中国 安徽省 芜湖市 鸠江区 弋江北路亚夏汽车城
中興通訊股份有限公司,消費電子、電腦硬件,69093名員工（2014年） [2],http://www.zte.com.cn,執行董事： 李自學 （董事長） 徐子陽 顧軍營 [1],,中华人民共和国 深圳市 （1985年 ( 1985 ) ）,中华人民共和国 深圳市 南山區 高新技術產業園科技南路55號中興通訊大廈
中信海直,航空运输业,,http://www.cohc.citic/,毕为（法人代表）,,1999年2月11日,中国 广东省 深圳市 南山区 南海大道 21号 深圳直升机场
中信國安信息產業股份有限公司,資訊科技,,http://www.citicguoaninfo.com/,董事長 ：李士林,,1997年,中國 北京
江苏吴江中国东方丝绸市场股份有限公司,纺织业,,http://www.cesm.com.cn,法人代表：计高雄,,1998年7月16日,江苏省吴江市盛泽镇市场路丝绸股份大厦
广州市东方宾馆股份有限公司,旅馆业,,http://www.hoteldongfang.com,,,1961年,中国 广东省 广州市 流花路 120号
东北制药集团股份有限公司,医药制造业,,,,,,
东方财富信息股份有限公司,互联网,3952人 [3],http://www.eastmoney.com/,董事长 ： 其实,,2005年1月20日,中国 上海市 龙田路195号3号楼C座9楼 [1]
甘肃上峰水泥股份有限公司,制造业,,http://www.sfsn.cn/,法人代表： 俞锋,,1978年8月,注册地址： 中华人民共和国 甘肃省 白银市 白银区 五一街8号 办公地址： 中华人民共和国 浙江省 杭州市 西湖区 文二西路738号西溪乐谷创意产业园1号楼E单元
福建三木集团股份有限公司,综合类,,,,,,
東阿阿膠股份有限公司,醫藥製造業,,"http://www.dongeejiao.com/,https://www.wikidata.org/wiki/Q10871094#P856",,,1952年 ，​67年前 ​（ 1952 ）,中国 山東省 東阿縣 阿膠街78號
佳沃農業開發股份有限公司,农产品,,,,,,中國 湖南省 常德市 桃源县陬市镇桂花路1号
萬方投資控股集團,房地产开发与经营业、餐飲、 停車場,3000,,,,,北京市朝阳区曙光西里甲一号第三置业A座
万科企业股份有限公司,房地产开发,"42,300人",http://www.vanke.com,,,1984年5月30日,中国 广东省 深圳市 盐田区 大梅沙环梅路33号
广东万泽实业股份有限公司,房地产开发与经营业、医药、高温合金,,,,,,
郑州银行股份有限公司,金融业,3773人,http://www.zzbank.cn,董事长 ：王天宇 行长：申学清 [1],,2000年,河南省 郑州市 郑东新区 商务外环22号郑银大厦
万向钱潮股份有限公司,交通运输设备制造业,,,,,,
一村資本有限公司,金融服务,,http://v-capital.cn/,湯維清 ( 法定代表人 ) [3] 于彤 ( 董事长 、 董事总经理 ) [4] 王宏宇 ( 董事总经理 ) [5] 刘晶 ( 董事总经理 ) [6] 赵江华 ( 董事总经理 ) [7] 孔娅妮 ( 董事总经理 ) [8] 郭欣 (创新投资事业部执行 总经理 ) [9] 茹小琴 (资本市场部执行 总经理 ) [10],,2015年8月18日 [2],中华人民共和国 上海市 浦東新區 金橋鎮 紫竹路 383弄（近龍東大道）東郊中心11、12號樓
中信出版集团,,,http://press.citic,,,中国 北京市 （1988年8月20日）,北京市 朝阳区 惠新东街甲4号
一汽轎車股份有限公司,汽車,,http://www.fawcar.com.cn/,董事長 ： 徐建一,,1997年,中國 吉林省 長春市
许继电气股份有限公司,电器机械及器材制造业、输配电及控制设备制造业,,http://www.xjec.com,法人代表：李富生,,1996年12月27日,河南省 许昌市 许继大道1298号
江苏洋河酒厂股份有限公司,白酒,25000 (2012年),,张雨柏 大校 ， 董事长,,1949年,中国 江苏省 宿迁市
深圳市天威视讯股份有限公司,服务业,,http://www.topway.com.cn/index.html,董事长 ： 郑鼎文,,1995年,中国 广东省 深圳市 福田区 彩田路6001号（深圳广电集团彩田基地）
順豐控股,速运,213000人（2017年12月）,http://www.sf-express.com,董事长兼總經理： 王衛 副董事长兼副總經理： 林哲瑩 董事兼財務總監： 伍瑋婷 副總經理兼集團首席策略官： 陳慶麟,,1993年3月26日 ( 1993-03-26 ) 中国 廣東省 順德,中国 廣東省 深圳市 福田區新洲萬基商務大廈（新址將設於 前海深港現代服務業合作區 媽灣片區 順豐速運總部大樓 ）
广州珠江钢琴集团股份有限公司,钢琴 、 乐器 （不含 吉他 、 提琴 ）、 电子设备 、 音响设备,,http://www.pearlriverpiano.com/,施少斌 (董事长 党委书记) 李建宁 (副董事长 总经理 ),,1956年,广东省 广州市 荔湾区 花地大道南 鱼尾西路
蓝思科技股份有限公司,轻工业,,http://www.hnlens.com/,,,2003年7月,中国 湖南省浏阳市洞阳镇（本部）
宁波银行股份有限公司,銀行,,http://www.nbcb.com.cn,董事長 ： 陆华裕,,1997年,中國 宁波
{{{3}}},{{{5}}},,,,,,
河南森源电气股份有限公司,电力设备制造,,http://www.hnsyec.com/,,,2000年10月30日,长葛市 人民路北段
華誼兄弟傳媒股份有限公司,唱片 、 演唱會 、 電影 與 電視劇 製作和發行、藝人管理,,https://www.huayimedia.com,王中軍 、 王中磊,,1994年,中华人民共和国 北京市
TCL集团股份有限公司,消费电子 、 家电,,http://www.tcl.com,,,1981年 ，​38年前 ​（ 1981 ）,中国大陆 广东省 惠州市 鹅岭南路6号（TCL工业大厦）
